Headline,IDLink,PublishDate,Source,Title,Topic,TS1,TS2,TS3,stage,label_available
"The San Francisco metro area has done far better than Los Angeles when it comes to creating prosperity for its residents, a new book by",45284,2016-04-26 15:00:56,San Francisco Business Times (blog),Beat L.A.: Why S.F.'s economy outperforms its southern neighbor's,economy,3.0,6.0,6.0,selection,True
"&quot;I made the case again that Alberta's economic health really is linked to Canada's economic health.&quot; However, she got no specific promises on",45280,2016-04-26 15:03:56,National Observer,"Trudeau, ministers to discuss Alberta's reeling economy during ...",economy,0.0,0.0,0.0,selection,True
"""""""The level of anxiety is rising,"""""" said Nariman Behravesh, chief economist for consultants IHS Inc. """"""It's become a small negative for the economy."""""".",45235,2016-04-26 15:10:54,Bloomberg,Presidential Campaign Rancor Begins to Infect the Economy,economy,8.0,9.0,10.0,selection,True
"Chris Sandilands argues that the loss adjusting process is perfectly suited to being disrupted by the 'gig economy', leading to benefits for",45301,2016-04-26 15:41:05,Post Online (blog),Blog: Uber for claims  How the 'gig economy' could disrupt the loss ...,economy,2.0,2.0,2.0,selection,True
"Economic growth slowed to 2.8 percent in 2015, the lowest since 1999. The International Monetary Fund forecasts a further slowdown in 2016.",45314,2016-04-26 16:20:53,Bloomberg,Nigeria's Biggest Bank Sees 82% Drop in Profit as Economy Slows,economy,6.0,6.0,6.0,selection,True
NEW YORK The U.S. economy is growing at a 0.4 percent pace in the first quarter following the latest data on home resales and durable goods,45300,2016-04-26 16:22:56,Reuters,US economy seen growing 0.4 percent in first quarter: Atlanta Fed,economy,7.0,7.0,7.0,selection,True
NEW YORK (Reuters) - The U.S. economy is growing at a 0.4 percent pace in the first quarter following the latest data on home resales and,45321,2016-04-26 16:40:53,Business Insider,US economy seen growing 0.4 percent in first quarter: Atlanta Fed,economy,2.0,2.0,2.0,selection,True
"If the federal government had issued no new regulations over the last three and a half decades, the economy would be 25 percent larger, the",45310,2016-04-26 16:42:56,The Hill,Study: Federal regs cost economy $4 trillion in one year,economy,14.0,22.0,25.0,selection,True
"Nicola Sturgeon has pledged to transform Scotland's rural economy, as Scottish Liberal Democrat leader Willie Rennie accused her party of",45311,2016-04-26 16:49:56,The Courier,SNP vows action on rural economy but plans come under fire from ...,economy,0.0,0.0,0.0,selection,True
"Nigeria's rating as one of the fastest growing economies in the world has plummeted drastically, the International Monetary Fund (IMF) has revealed.",45315,2016-04-26 16:50:56,NAIJ.COM,"From being 3rd fastest growing economy in the world, check out ...",economy,46.0,56.0,61.0,selection,True
The US economy is also fragile. Usually economic expansions are often followed by contractions. This is part of the capitalist system working in,45328,2016-04-26 17:00:53,Inter Press Service,OPINION: World Economy in Serious Difficulty: Call for Bold Measures,economy,1.0,1.0,1.0,selection,True
"Surging auto sales have helped power the economy over the past six years, but the industry probably won't help U.S. growth much in the first",45313,2016-04-26 17:04:53,MarketWatch,Autos no longer providing spark to economy,economy,5.0,5.0,5.0,selection,True
NEW DELHI: The economy is expected to grow over 8 per cent this fiscal with the forecast of above-normal monsson raising hopes of the,45332,2016-04-26 17:20:54,Economic Times,Indian economy likely to grow over 8% in FY17: Arvind Panagariya,economy,3.0,4.0,6.0,selection,True
"On April 21, we learned that the Japanese car maker had been falsifying fuel economy tests in its home market. This came to light after Nissan",45320,2016-04-26 17:34:53,Ars Technica,"Mitsubishi outdoes VW, admits 25 years of falsified economy tests",economy,32.0,34.0,36.0,selection,True
"Tuesday's economic data &quot;plays into the idea that the Fed need not be in any rush to raise rates,&quot; said Richard Franulovich, senior currency",45334,2016-04-26 17:34:58,Reuters,"Dollar, Treasuries prices fall as investors await central bank meetings",economy,84.0,84.0,84.0,selection,True
Chicago Bears fans cheer after Kevin White (West Virginia) is selected as the number seven overall pick to the Chicago Bears in the first round,45329,2016-04-26 17:36:57,Fox Business,Is The NFL Draft A Touchdown For Chicago's Economy?,economy,0.0,0.0,0.0,selection,True
"Unfortunately, the labor market for young workers still seems to be less than ideal. A new report from the Economic Policy Institute, shows that",45345,2016-04-26 18:01:00,Black Enterprise,"Despite an Improved Economy, Millennials Are Still Likely to Be ...",economy,6.0,6.0,8.0,selection,True
OF THE GOVERNOR'S OFFICE FOR FIVE YEARS. HOW HAVE WE NOT TAKEN OUR ECONOMY AND DIVERGENT IT AWAY FROM OIL AND,45346,2016-04-26 18:01:00,KOCO Oklahoma City,Oklahoma Sen. David Holt: 'We try' to divert state economy from oil ...,economy,0.0,0.0,0.0,selection,True
"Advertising spending in Hong Kong fell for the third consecutive month in March, hurt by a significant decline in campaigns by the cosmetics,",45350,2016-04-26 18:20:54,South China Morning Post,Sluggish economy hits Hong Kong advertising market as spending ...,economy,1.0,1.0,1.0,selection,True
It said the financial district had been started &quot;without consideration of its economic feasibility&quot; and that the project had failed to convince the,45355,2016-04-26 18:48:56,Reuters,"Saudi to overhaul floundering financial district, economic cities",economy,3.0,3.0,3.0,selection,True
"Gallup's U.S. Economic Confidence Index averaged """"""16 for the week ending April 24, down four points from the prior week and the lowest",45356,2016-04-26 18:55:57,24/7 Wall St.,Economic Confidence Level at 2016 Low: Gallup,economy,3.0,4.0,4.0,selection,True
"Greenpeace activists bar the entry to European Union headquarters in Brussels March 10, 2009, urging finance ministers inside to bail out the",45351,2016-04-26 18:55:59,Daily Caller,Report: 'Keep It In The Ground' Campaign Will Turn Economy Inside ...,economy,0.0,0.0,0.0,selection,True
"In my opinion, it is all a bit too late for the U.S. economy and as I alluded to in yesterday's title, &quot;Sleep peacefully while you can before the",45349,2016-04-26 19:01:53,FXStreet,"Forget about Fed hikes, the US economy really wants more Cocaine",economy,1.0,1.0,1.0,selection,True
"MOSCOW, April 26. /TASS/. The Russian economy may decline 1% at 2016 year-end, Chairman of the Russian Center for Strategic Research",45357,2016-04-26 19:18:58,TASS,Ex-minister: Russian economy to decline 1% in 2016,economy,1.0,1.0,1.0,selection,True
"Wellington Moreira Franco, one of Temer's main economic advisers, told of whom blame her interventionist policies for sinking the economy",45363,2016-04-26 19:29:52,Reuters,"Exclusive: Brazil's Temer to overhaul economy, central bank to ...",economy,4.0,5.0,5.0,selection,True
"Simon, the CEO of Indianapolis-based mall owner Simon Property Group Inc., repeatedly cited what he called the &quot;flatlining&quot; U.S. economy",45381,2016-04-26 20:53:00,Indianapolis Star,Simon CEO: 'Flatlining' economy hurting malls more than failing ...,economy,1.0,1.0,1.0,selection,True
"Having enjoyed blissful growth over the past decade, Nigeria was one of the fastest growing economies in the world, but it is not one of the 15",45397,2016-04-26 21:40:54,Vanguard,"From world 3rd fastest growing economy, Nigeria drops out of Top ...",economy,451.0,504.0,556.0,selection,True
"If you've ever walked down the aisle of the plane, past the plush seats in first class, and felt as if you're walking toward impending doom, then",45403,2016-04-26 22:20:55,Cond Nast Traveler,Lie-Flat Seats Are Coming to Economy Class,economy,53.0,56.0,66.0,selection,True
"In our evolving economy there is a growing danger within many of the large corporations, their consumer brands are under attack from the new",45408,2016-04-26 23:11:52,Huffington Post (blog),The Soulful Economy,economy,4.0,4.0,4.0,selection,True
That has bolstered slowing sectors in the economy. Year-on-year growth in industrial production picked up to a nine-month high of 6.8% in,45405,2016-04-26 23:19:53,Business Insider,"China's economy is on steroids, and things could get messy when ...",economy,8.0,11.0,15.0,selection,True
Myanmar's first civilian administration will face the Herculean task of producing economic achievements as the country battles difficult reforms,45413,2016-04-26 23:23:54,Bangkok Post,Suu Kyi faces tough task to lift economy,economy,1.0,1.0,1.0,selection,True
Immigration is one of the key reasons people aiming to vote for Britain leaving the European Union cite for backing Brexit in the referendum on June 23.,45421,2016-04-27 00:03:53,Business Insider,Britain's economy will be significantly damaged by Brexit's impact on ...,economy,2.0,2.0,2.0,selection,True
"Closing the door to migrants by leaving the European Union would have &quot;significant and damaging&quot; effects on the UK economy, a new study",45419,2016-04-27 00:08:55,Sky News,Closing Door To Migrants Would 'Damage' Economy,economy,6.0,6.0,7.0,selection,True
"The variety of businesses set up within the sharing economy is staggering, from cars (for example Lyft, Blablacar, RelayRides, Liftshare and",45422,2016-04-27 00:09:56,BBC News,How some big firms are learning to share as well as sell,economy,5.0,5.0,5.0,selection,True
"WASHINGTON """""" Both Democrat and Republican voters in Maryland say that the economy and jobs are the most important issues facing the",45414,2016-04-27 00:16:58,WTOP,"Md. Dems, GOP voters say economy top concern",economy,0.0,0.0,0.0,selection,True
"Ireland's economy will grow again strongly this year and any new government can look forward to tapping solid growth in tax revenues """""" as",45425,2016-04-27 01:03:54,Irish Examiner,"Economy to grow strongly this year, Department of Finance officials ...",economy,0.0,0.0,0.0,selection,True
"Scott Wren, senior global equity strategist at Wells Fargo Investment Institute, discusses the impact of the political uncertainty on the markets,",45434,2016-04-27 01:29:53,Bloomberg,Is Political Uncertainty Impacting the US Economy?,economy,0.0,0.0,0.0,selection,True
"In the economic scheme of things, however, this is a sideshow. world present serious threats to the fastest-growing economy in Europe.",45439,2016-04-27 02:00:56,Irish Times,Department of Finance fires warning shot at parties over economic ...,economy,0.0,0.0,0.0,selection,True
"Last week, Barack Obama tried to escape the economic and political issues plaguing his presidency, but found little relief in Saudi Arabia,",45437,2016-04-27 02:02:55,Town Hall,Aftershocks from Great Recession Still Plague US Economy,economy,2.0,2.0,2.0,selection,True
Former Democratic president Bill Clinton criticized the state of the U.S. economy under President Obama while campaigning for his wife Hillary,45438,2016-04-27 02:07:55,Washington Free Beacon,Bill Clinton Takes Shot at Obama Economy,economy,2.0,2.0,2.0,selection,True
"DB's LaVorgna on the FOMC &amp; economy: Certainly not a recession, not a but will possibly raise rates in December if the economy improves",45445,2016-04-27 02:55:54,ForexLive,DB's LaVorgna on the FOMC &amp; economy: Certainly not a recession ...,economy,2.0,2.0,2.0,selection,True
"SINGAPORE: Policies will be strengthened and more support provided for companies and workers to adapt and grow in the future economy,",45448,2016-04-27 03:02:56,Channel News Asia,"Stronger support for companies, workers to adapt to the future ...",economy,0.0,0.0,0.0,selection,True
But it also warns of the dangers of Britain leaving the EU and the potential for other economic shocks due to global events. &quot;Internationally the,45455,2016-04-27 03:20:54,Irish Independent,Recovery is now spreading faster - but economy faces external threats,economy,0.0,0.0,0.0,selection,True
"According to the Rasmuson Foundation, which has been polling Alaskans for five years, concern about the economy is at a four-year high.",45452,2016-04-27 03:38:54,KTUU.com,"Alaskans losing confidence in future of state economy, poll finds",economy,2.0,2.0,2.0,selection,True
"Sales of the all-wheel drive vehicles are unpinning a car market that is outpacing the slowing economy. &quot;It's growing very quickly """""" 42 per cent",45453,2016-04-27 03:38:55,ABC Online,Beijing Auto Show: How the SUV is saving China's economy as ...,economy,2.0,2.0,2.0,selection,True
"China's economy grew 6.7 percent in the first quarter this year from a year earlier, its slowest pace in seven years, but beter-than-expected",45458,2016-04-27 03:40:54,Reuters,Stronger China March industrial profits add to economic recovery ...,economy,3.0,3.0,3.0,selection,True
 crony President Nicolas Maduro through executive order. Dysfunctional politics in the country has only worsened the slow burning economic,45459,2016-04-27 03:40:55,Daily Caller,"Socialist, Conservative Parties Continue Power Struggle As ...",economy,0.0,0.0,0.0,selection,True
"Besides, the global Bank also showed concerned in the economic growth and development of the country, saying it would assist Nigeria in the",45575,2016-04-27 15:02:25,Vanguard,"World Bank MD meets Buhari over economy, security, Others",economy,,,17.0,selection,True
"To quote a recent headline, """"""Bernie Sanders urges a """"""Moral Economy"""""" during Vatican visit."""""" By """"""moral,"""""" he means, free college tuition and",45574,2016-04-27 15:16:24,Daily Caller,The Immoral Economy Of The Left,economy,,,3.0,selection,True
HALIFAX - A newly released study says Atlantic Canada's economy is bolstered by $1.14 billion in business and household spending from the,45572,2016-04-27 15:22:23,CTV News,Indigenous economy worth $1.1B in Atlantic Canada: study,economy,,1.0,2.0,selection,True
"(Adds background). NEW YORK, April 27 The U.S. economy is growing at a 0.6 percent pace in the first quarter, based on advance data on the",45594,2016-04-27 15:40:15,Reuters,UPDATE 1-US economy seen growing 0.6 pct in first quarter -Atlanta ...,economy,,3.0,3.0,selection,True
Scotland's politicians have outlined pledges on childcare and the economy as campaigning continues ahead of May's Holyrood election.,45595,2016-04-27 15:40:21,BBC News,Childcare and economy focus in Holyrood campaigns,economy,,1.0,1.0,selection,True
"""""""Many middle-class wage earners are victims of the economy, and, perhaps, of that great, glowing, irresistible American promise that has been",45583,2016-04-27 15:55:17,The Atlantic,The Two Contradictory Ideas Many Americans Have About the ...,economy,7.0,7.0,7.0,selection,True
"Dragged by a housing slowdown as well as softening domestic and global demand, China's economy continued to slow in Q1 -- 6.7 percent",45598,2016-04-27 16:12:21,Shanghai Daily (subscription),China railway freight volume decline narrows in Q1 as economy ...,economy,0.0,0.0,0.0,selection,True
"Latin America and the Caribbean are on course for a 0.5 per cent economic contraction this year, making it the first time since the debt crisis of",45593,2016-04-27 16:27:15,Financial Times,EconomyLatin American economy may contract for 2nd year,economy,0.0,0.0,0.0,selection,True
Fink pointed to a &quot;pronounced weakness&quot; in first-quarter corporate earnings and slower-than-expected economic growth. &quot;We have the,45602,2016-04-27 16:40:14,Business Insider,WORLD'S LARGEST INVESTOR: The US election is hurting the ...,economy,6.0,6.0,6.0,selection,True
"Simply put, there aren't many better gauges of economic growth than and guidance indicate a moderately growing economy beset with",45606,2016-04-27 17:00:17,Motley Fool,Robert Half International Earnings: What They Say About the Economy,economy,0.0,2.0,2.0,selection,True
"Airbnb and other room-sharing companies have the ability to drive increased attendance to conventions, but there seems to be a lack of",45610,2016-04-27 17:20:15,Skift,Airbnb and the Sharing Economy Are Energizing the Knowledge ...,economy,2.0,2.0,2.0,selection,True
The information then goes into a dynamometer for the mandated fuel economy test. The EPA set stricter guidelines for the test in 2015 starting,45605,2016-04-27 17:36:16,Autoblog (blog),"EPA, CARB want Mitsubishi to retest US fuel economy figures",economy,7.0,8.0,8.0,selection,True
RUTH Davidson has accused rival parties of failing to pledge action that would create jobs and boost the economy. The Scots Tory leader backed comments by,45615,2016-04-27 17:40:21,Herald Scotland,Davidson accuses opponents of failing to boost economy,economy,0.0,0.0,0.0,selection,True
" turned out at a news conference to strongly oppose a bill that they would &quot;would harm New Haven's ability to grow its economy,&quot; according to",45618,2016-04-27 18:00:21,Hartford Courant,Yale and Business Leaders Say Bill Would Harm State's Economy,economy,1.0,1.0,1.0,selection,True
"HALIFAX """""" A newly released study says Atlantic Canada's economy is bolstered by $1.14 billion in business and household spending from",45611,2016-04-27 18:06:15,Huffington Post Canada,First Nations Economy Worth $1.1 Billion In Atlantic Canada: Study,economy,10.0,11.0,13.0,selection,True
The American people and our economy have come a long way from the recession President Obama inherited seven years ago. We went from,45612,2016-04-27 18:18:17,The Hill (blog),The innovation economy: America's path forward,economy,1.0,1.0,2.0,selection,True
"The report is meant to inform community and government economic policy, programming and business partnerships in the region.",45625,2016-04-27 18:20:15,CBC.ca,Atlantic Canada Indigenous bands have $1.14B impact on national ...,economy,10.0,12.0,19.0,selection,True
"It added that global economic headwinds remained on its radar, but it did not include any mention of the balance of risks to the economy.",45624,2016-04-27 19:06:15,Reuters,"Fed keeps rates unchanged, signals faith in US economy",economy,100.0,102.0,102.0,selection,True
"The Federal Reserve signalled that its concerns about global economic and financial hazards have eased since its meeting in March, even as it",45629,2016-04-27 19:07:14,Financial Times,Fed concerns about global economic risks ease,economy,12.0,12.0,13.0,selection,True
"A poll out this week shows raising teacher pay, improving education and improving the economy are top concerns in North Carolina.",45642,2016-04-27 19:38:32,News & Observer (blog),"GOP poll finds support for HB2, raising teacher pay, improving ...",economy,1.0,1.0,1.0,selection,True
"WASHINGTON: The Federal Reserve kept interest rates unchanged on Wednesday but signaled confidence in the US economic outlook,",45651,2016-04-27 20:00:24,Economic Times,"Fed keeps interest rates unchanged, signals faith in US economy",economy,22.0,22.0,22.0,selection,True
"Prime Minister Justin Trudeau made a stop at Oskayak High School in Saskatoon Wednesday morning, where he had a meet and greet with",45646,2016-04-27 20:22:30,CBC.ca,Prime Minister Justin Trudeau discuss economy with Premier Brad ...,economy,9.0,9.0,9.0,selection,True
"York County economy still recovering from recession. While unemployment levels drop to pre-recession levels, York County is still well below",45645,2016-04-27 20:34:29,York Dispatch,York County economy still recovering from recession,economy,0.0,0.0,0.0,selection,True
"Frederic Mishkin, professor at Columbia University, discusses what he thinks the Fed could do to stimulate the economy and what fiscal policies",45652,2016-04-27 20:42:26,Bloomberg,Can the Fed Do More To Stimulate the Economy?,economy,0.0,0.0,0.0,selection,True
"LONDON, April 28 (Reuters) - Lloyds Banking Group reported underlying profits in line with expectations on Thursday, keeping first quarter",45746,2016-04-28 07:38:17,Daily Mail,Lloyds posts profit in line with hopes amid slowdown in UK economy,economy,,,0.0,selection,True
Former Secretary of State Peter Mandelson has spoken out about what he believes would be the effects of Brexit on Northern Ireland,45752,2016-04-28 07:51:14,Belfast Telegraph,Mandelson warns of Brexit 'threat to economy and security' of ...,economy,,0.0,1.0,selection,True
It's an interesting value proposition at nearly double the price of normal economy while promising a bunch of business class features for about,45753,2016-04-28 07:59:18,Business Insider Australia,REVIEW: Why Qantas premium economy is worth twice the price of ...,economy,,0.0,1.0,selection,True
"Economy: The government has painted a rosy picture of the country's economy and pushed its people towards greater dependence, derailing it",45757,2016-04-28 08:00:34,"Kuensel, Buhutan's National Newspaper",Economy in shambles: Opposition,economy,,2.0,3.0,selection,True
"MADRID--Spain's unemployment rate in the first quarter nudged slightly higher to 21%, bucking a downward trend in recent quarters as the",45756,2016-04-28 08:18:32,MarketWatch,Spanish unemployment up slightly as economy cools,economy,1.0,1.0,1.0,selection,True
Impairments dropped 6 percent to 149 million pounds even as the Britain's economy slowed at the start of this year. &quot;These results demonstrate,45759,2016-04-28 08:20:16,Reuters UK,Lloyds posts profit in line with hopes amid slowdown in UK economy,economy,2.0,2.0,2.0,selection,True
"The number of people out of work fell by a seasonally adjusted 16,000 to 2.706 million in April, data from the Federal Labor Agency in",45769,2016-04-28 09:20:15,Bloomberg,German Unemployment Extends Drop in Sign Economy Still Robust,economy,6.0,6.0,6.0,selection,True
"Mbalula killed two birds with one Stone, (Tourism and Economy) was irrational because it spearheaded to kill Tourism and our Economy.",45772,2016-04-28 09:20:20,News24,"Mbalula killed two birds with one Stone, (Tourism and Economy)",economy,0.0,0.0,0.0,selection,True
One of the world's fastest growing economy has no quality managers. And that the education system is rotten and hollow is a scary scenario but,45777,2016-04-28 09:40:19,Swarajya,Galloping Indian Economy Stares At Unemployable B-School ...,economy,6.0,7.0,8.0,selection,True
"mario_draghi Greece has made reforms in the past few months but its economy backslided in 2015, said European Central Bank (ECB)",45771,2016-04-28 09:43:20,Greek Reporter,ECB President: Greek Economy Backslided in 2015,economy,0.0,0.0,0.0,selection,True
"Just like his adventure in Yemen, Saudi Arabia's young Deputy Crown Prince Mohamed bin Salman got it all wrong this week. It's not Saudi",45770,2016-04-28 09:58:17,The Independent,Saudi efforts to 'modernise' its economy away from oil are just PR ...,economy,9.0,14.0,16.0,selection,True
"NEW DELHI: Indian economy is projected to expand by 7.6 per cent in 2016-17 and accelerate to 7.8 per cent in 2017-18, mainly on the back of",45781,2016-04-28 10:11:15,Economic Times,Economy may expand by 7.8 per cent in 2017-18: UN report,economy,2.0,2.0,2.0,selection,True
"Johannesburg """""" South African President Jacob Zuma on Wednesday called for economic transformation, pledging to continue implementing",45794,2016-04-28 11:03:19,Vanguard,S. Africa's economy must not be skewed along racial lines- Zuma,economy,2.0,2.0,2.0,selection,True
The International Monetary Fund (IMF) in its recent World Economic Outlook (WEO) titled Too Slow for Too Long showed that baseline,45795,2016-04-28 11:20:15,AllAfrica.com,Africa: IMF Paints Gloomy Picture On Global Economy,economy,0.0,0.0,0.0,selection,True
" migrant workers didn't get paid on time in 2015, the highest level in the past five years, as China's industries battle slowing economic growth.",45793,2016-04-28 11:34:18,Quartz,Charted: China's migrant workers are the ones suffering in a slowing ...,economy,2.0,2.0,2.0,selection,True
"Russia is preparing proposals on boosting cooperation with China in all fields, including political and economic, Russian Foreign Minister",45800,2016-04-28 12:27:17,Sputnik International,Lavrov: Russia Plans to Boost Cooperation With China in Politics ...,economy,0.0,0.0,0.0,selection,True
The topline results from a new study on the economic impact of Atlantic Canada's native communities are impressive enough. They show,46010,2016-04-28 23:59:18,TheChronicleHerald.ca,EDITORIAL: Work with First Nations can drive economy,economy,,3.0,3.0,selection,True
"The Indonesian economy is expected to continue growing reasonably this year, as the combination of low interest rates and improved",46414,2016-05-01 00:40:15,Economic Calendar,Indonesia News: Indonesian Economy Remains Robust despite ...,economy,0.0,0.0,1.0,confirmation,True
"""""""National park tourism is a significant driver in the national economy, returning $10 for every $1 invested in the National Park Service, and it's a",46420,2016-05-01 01:40:16,Great Falls Tribune,Report: Glacier Park benefits local economy by $269M,economy,1.0,1.0,1.0,confirmation,True
"Pam Giacomini, incumbent: First, we streamline our permitting processes in the building department to permit folks to get things done, not stand in their way.",46425,2016-05-01 02:20:20,Redding Record Searchlight,"Supervisor District 3 candidates weigh in on economy, water and ...",economy,0.0,0.0,0.0,confirmation,True
Hong Kong (CNN) China's millions of migrant workers are bearing the brunt of the country's ongoing economic slowdown as strikes and worker,46426,2016-05-01 02:20:20,CNN,Millions of Chinese workers go unpaid amid economic slowdown,economy,48.0,53.0,59.0,confirmation,True
China's official factory gauge showed the nation's economic rebound stabilized in April as a property recovery and credit surge helped to revive,46428,2016-05-01 02:40:14,Bloomberg,China Factory Gauge Firms as Stimulus Stabilizes Economy,economy,4.0,7.0,8.0,confirmation,True
"DHAKA: Despite external and internal challenges, the World Bank said Bangladesh's economy remained strong and resilient though it trimmed",46435,2016-05-01 04:57:15,The New Indian Express,Bangladesh Economy Projected to Rise Gradually: World Bank,economy,4.0,4.0,4.0,confirmation,True
"The recession that hit in 2008 took an almost incalculable toll on the local economy, leaving lost jobs, a financial system in shambles and",46434,2016-05-01 05:06:20,Greenwich Time,Libraries fill vital role in changing economy,economy,0.0,0.0,0.0,confirmation,True
"But the treasurer insists it is an economic plan to support the transition from the mining boom to a broader, stronger economy, rather than one of",46437,2016-05-01 05:38:29,Yahoo7 News,Budget for economy not election: Morrison,economy,0.0,0.0,0.0,confirmation,True
"But the treasurer insists it is an economic plan to support the transition from the mining boom to a broader, stronger economy, rather than one of",46444,2016-05-01 06:00:16,SBS,Budget for economy not election: Morrison,economy,0.0,1.0,1.0,confirmation,True
"KIEV, May 1. /TASS/. The Ukrainian government has decided to increase tariffs for gar from May 1. From that day a single market price for gas",46446,2016-05-01 06:00:20,TASS,New market prices for gas come into force for Ukraine's population,economy,5.0,5.0,5.0,confirmation,True
"The Texas economy """""" long a standout and a major source of Lone Star bragging rights """""" has gained national attention as the """"""Texas Miracle.",46440,2016-05-01 06:05:19,mySanAntonio.com,Oil price drop a drag on Texas economy,economy,2.0,2.0,2.0,confirmation,True
"""""""The economy had been starting to stabilize, inflation was under control, and with average growth of around 4.5 percent over several years,",46445,2016-05-01 06:11:19,The Manila Times,Burundi economy battered by year-long crisis,economy,1.0,1.0,1.0,confirmation,True
"In fact, government is concerned that if not checked, the activities of software and intellectual property pirates may lead to further economic loss",46454,2016-05-01 07:00:14,AllAfrica.com,"Nigeria: How Piracy Threatens National Security, Economy",economy,2.0,2.0,2.0,confirmation,True
The World Health Organisation (WHO) on Saturday said the high prevalence of malaria in the country was hampering the Nigerian economy in,46455,2016-05-01 07:02:16,AllAfrica.com,"Nigeria: WHO - Malaria Hampering Nigeria's Economy, N132bn Lost ...",economy,0.0,0.0,0.0,confirmation,True
The Ekiti State chapter of the All Progressives Congress (APC) has assured Nigerians that the harsh economic situation in the country would be,46451,2016-05-01 07:06:17,AllAfrica.com,Nigeria: 'Economy'll Stabilise When Buhari Starts Implementing ...,economy,2.0,2.0,2.0,confirmation,True
"From an economic angle, there are quite strong signs, indicating that Seoul and Tehran are bent on opening a new chapter in already robust",46531,2016-05-01 18:40:14,Tehran Times,"Park on landmark visit to Tehran, economy high on agenda",economy,,,0.0,confirmation,True
Dubai's Department of Economic Development (DED) has issued a statement denying that it had taken action against anyone for making,46534,2016-05-01 18:40:14,The National,DED denies penalising anyone for commenting on Dubai economy,economy,,,2.0,confirmation,True
"To Save Flailing Economy, Venezuela Raises Minimum Wage: Can Wage Hikes Work When Nation Cannot Afford Its Own Currency?",46536,2016-05-01 19:16:18,The Inquisitr,"To Save Flailing Economy, Venezuela Raises Minimum Wage: Can ...",economy,3.0,3.0,3.0,confirmation,True
"A week from now, we shall pick our leaders from an array of pretenders and contenders. They are from all walks of life. From actors/actresses to",46535,2016-05-01 19:24:16,Philippine Star,Corruption:Undermines the economy,economy,0.0,0.0,0.0,confirmation,True
"In this lackluster economy, an unlikely catalyst could provide a much-needed boost. The moribund U.S. manufacturing sector has struggled with",46544,2016-05-01 20:16:14,Wall Street Journal,The US Economy's Secret Weapon,economy,1.0,1.0,2.0,confirmation,True
"Increased competition from the region's newer economies, such as Vietnam has struggled to revive Thailand's export-dependent economy.",46548,2016-05-01 20:42:16,Fortune,Foreign Minister Reaffirms Japan's Economic Ties to Thailand,economy,9.0,10.0,12.0,confirmation,True
People crowd Sutton Bank near Thirsk to watch stage three of the Tour de Yorkshire. Pic: John Giles/PA Wire.,46554,2016-05-01 21:00:21,Yorkshire Post,'Fantastic' Tour de Yorkshire worth 50m-plus to economy,economy,0.0,0.0,0.0,confirmation,True
"The data-heavy week will give us an updated look at the health of the US economy, and could be an indication as to whether the next Fed rate",46553,2016-05-01 21:06:17,Business Insider,JOBS WEEK IS HERE: Here's your full preview of a big week for the ...,economy,7.0,7.0,7.0,confirmation,True
Brent Penner has only had a short amount of time to do some number crunching following this week's news that Garth Brooks will play not one,46549,2016-05-01 21:14:22,CBC.ca,Garth Brooks concerts promise to boost Saskatoon economy,economy,6.0,6.0,6.0,confirmation,True
"I pity the poor reader trying to get a sense of what is happening to the world economy """""" and hence to prospects for their incomes, jobs,",46552,2016-05-01 21:40:14,Telegraph.co.uk,America's economy will rebound from this false dusk,economy,1.0,1.0,1.0,confirmation,True
"Once-booming Venezuela, which has the world's largest proven oil reserves, has plunged into economic chaos as global crude prices have",46559,2016-05-01 21:40:15,Daily Sabah,"Venezuela hikes minimum wage 30 percent, sets clocks ahead amid ...",economy,0.0,0.0,0.0,confirmation,True
New South Wales has retained its ranking as the best performing state economy and its grip on the top spot looks likely to continue as an,46555,2016-05-01 21:51:16,The Australian,NSW still the best performing state economy: CommSec,economy,1.0,1.0,1.0,confirmation,True
"Some figures active in the economic arena do not regard it as an achievement, arguing that it was only the result of sharp drops in both imports",46563,2016-05-01 22:00:15,Al-Monitor,The Pulse of the Middle East,economy,0.0,0.0,0.0,confirmation,True
Asia rode out a rocky start to 2016 as concerns over slowing growth in China and lacklustre demand from developed economies weighed on,46560,2016-05-01 22:03:17,The Straits Times,Global economies 'set to remain sluggish',economy,0.0,0.0,0.0,confirmation,True
Industry experts see a silver lining around the Chinese economy despite fears of a hard landing. Those in the optimistic camp at the sixth China,46561,2016-05-01 22:03:18,The Straits Times,"Chinese economy shows signs of recovery, say experts",economy,1.0,1.0,1.0,confirmation,True
"The economic weakness linked to the end of the mining construction boom continues to weigh on Australia's resource-rich states, but both New",46564,2016-05-01 22:58:16,ABC Online,NSW ranked as Australia's best performing economy,economy,5.0,6.0,8.0,confirmation,True
"Household spending was still the backbone of the Australian economy, expanding further by 0.8% (0.7% previous) and adding 0.4% to GDP",46574,2016-05-01 23:40:15,FXStreet,Forex Snapshot: Australia's Economy,economy,3.0,3.0,3.0,confirmation,True
"The """"""gig economy"""""" has become synonymous with app-driven ride-hailing and home-sharing services that have altered the way many",46575,2016-05-02 00:04:18,The Detroit News,Why the 'gig economy' doesn't work for everyone,economy,0.0,0.0,0.0,confirmation,True
